query	qlen	hits	sgenome	sseqid	qcovGnm	cls	hsp	qcovHSP	alenHSP	pident	gaps	qstart	qend	sstart	send	sstr	slen	evalue	bitscore
ENA|CP153139|CP153139.1	33783	100	SAMN04123832	SAMN04123832.contig00049	99.334	7	8	3.306	1117	93.196	0	2637	3753	20045	21161	+	21161	0.00e+00	1673
ENA|CP153139|CP153139.1	33783	100	SAMN04123832	SAMN04123832.contig00067	99.334	8	9	15.307	5174	95.883	16	3627	8797	1	5161	+	7965	0.00e+00	8457
ENA|CP153139|CP153139.1	33783	100	SAMN04123832	SAMN04123832.contig00067	99.334	9	10	4.245	1434	98.047	0	8793	10226	6532	7965	+	7965	0.00e+00	2461
ENA|CP153139|CP153139.1	33783	100	SAMN04123832	SAMN04123832.contig00087	99.334	10	11	11.082	3746	96.530	2	12553	16296	16	3761	+	3764	0.00e+00	6188
ENA|CP153139|CP153139.1	33783	100	SAMN04123832	SAMN04123832.contig00087	99.334	11	12	3.188	1077	98.607	0	15220	16296	2685	3761	+	3764	0.00e+00	1874
ENA|CP153139|CP153139.1	33783	100	SAMN04123832	SAMN04123832.contig00087	99.334	12	13	3.525	1193	95.222	2	12553	13743	16	1208	+	3764	0.00e+00	1912
ENA|CP153139|CP153139.1	33783	100	SAMN04123832	SAMN04123832.contig00087	99.334	13	14	3.268	1106	95.298	2	12553	13656	16	1121	+	3764	0.00e+00	1779
ENA|CP153139|CP153139.1	33783	100	SAMN04123832	SAMN04123832.contig00097	99.334	14	15	6.622	2237	98.301	0	10218	12454	1	2237	+	2237	0.00e+00	3864
ENA|CP153139|CP153139.1	33783	100	SAMN04123832	SAMN04123832.contig00097	99.334	15	16	3.295	1113	98.922	0	10218	11330	1	1113	+	2237	0.00e+00	1954
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	1	1	44.120	14911	94.957	7	18879	33783	13706	28615	-	31234	0.00e+00	23549
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	2	2	26.040	8800	94.909	16	1	8797	4919	13705	-	31234	0.00e+00	13935
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	3	3	7.267	2466	96.999	11	16340	18794	28769	31234	-	31234	0.00e+00	4172
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	4	4	3.283	1109	97.836	0	9137	10245	2096	3204	-	31234	0.00e+00	1893
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	4	5	6.770	2287	98.207	0	10168	12454	1	2287	-	31234	0.00e+00	3939
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	5	6	5.361	1814	96.251	15	5358	7168	6547	8348	-	31234	0.00e+00	3041
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	6	7	4.384	1481	97.907	0	8793	10273	2068	3548	-	31234	0.00e+00	2531
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	7	8	3.594	1214	97.694	0	17581	18794	28769	29982	-	31234	0.00e+00	2064
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	8	9	3.377	1141	97.809	0	9105	10245	2096	3236	-	31234	0.00e+00	1945
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	8	10	3.295	1113	98.652	0	10168	11280	1175	2287	-	31234	0.00e+00	1939
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	9	11	3.191	1078	98.609	0	10168	11245	1210	2287	-	31234	0.00e+00	1876
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	10	12	3.274	1106	97.830	0	17689	18794	28769	29874	-	31234	0.00e+00	1887
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	11	13	3.144	1062	97.552	0	11393	12454	1	1062	-	31234	0.00e+00	1799
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00040	98.899	12	14	3.135	1070	96.355	11	16340	17398	30165	31234	-	31234	0.00e+00	1813
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00059	98.899	13	15	10.647	3599	96.610	2	12683	16279	1	3599	-	3599	0.00e+00	5959
ENA|CP153139|CP153139.1	33783	100	SAMN04123813	SAMN04123813.contig00059	98.899	14	16	3.203	1082	98.614	0	15198	16279	1	1082	-	3599	0.00e+00	1884
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	1	1	3.333	1126	97.691	1	17626	18751	28537	29661	-	34500	0.00e+00	1923
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	1	2	44.120	14911	94.957	7	18879	33783	13628	28537	-	34500	0.00e+00	23549
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	2	3	10.766	3637	93.511	0	1	3637	9991	13627	-	34500	0.00e+00	5496
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	2	4	15.484	5234	95.816	18	3567	8797	4919	10137	-	34500	0.00e+00	8551
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	3	5	10.470	3539	96.637	2	12763	16299	30957	34495	-	34500	0.00e+00	5864
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	3	6	7.181	2437	96.922	12	16326	18751	28537	30972	-	34500	0.00e+00	4125
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	4	7	6.770	2287	98.207	0	10168	12454	1	2287	-	34500	0.00e+00	3939
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	5	8	4.384	1481	97.907	0	8793	10273	2068	3548	-	34500	0.00e+00	2531
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	6	9	3.428	1158	97.668	1	17594	18751	28537	29693	-	34500	0.00e+00	1975
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	7	10	3.265	1103	98.640	0	10168	11270	1185	2287	-	34500	0.00e+00	1921
ENA|CP153139|CP153139.1	33783	100	SAMN04123819	SAMN04123819.contig00041	98.635	8	11	3.164	1069	96.445	2	3567	4635	9071	10137	-	34500	0.00e+00	1770
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	1	1	44.120	14911	94.957	7	18879	33783	173	15082	+	35000	0.00e+00	23549
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	2	2	26.040	8800	94.909	16	1	8797	15083	23869	+	35000	0.00e+00	13935
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	3	3	18.151	6134	97.212	2	10168	16299	26501	32634	+	35000	0.00e+00	10309
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	3	4	7.018	2382	96.935	11	16326	18696	32619	35000	+	35000	0.00e+00	4026
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	4	5	5.965	2015	95.037	0	2637	4651	17719	19733	+	35000	0.00e+00	3184
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	5	6	5.361	1814	96.251	15	5358	7168	20440	22241	+	35000	0.00e+00	3041
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	6	7	4.384	1481	97.907	0	8793	10273	25240	26720	+	35000	0.00e+00	2531
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	7	8	3.271	1105	98.552	0	15195	16299	31530	32634	+	35000	0.00e+00	1921
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	8	9	3.224	1089	97.796	0	17608	18696	33912	35000	+	35000	0.00e+00	1856
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	9	10	3.108	1050	98.571	0	10168	11217	26501	27550	+	35000	0.00e+00	1826
ENA|CP153139|CP153139.1	33783	100	SAMN04123824	SAMN04123824.contig00042	99.384	10	11	3.170	1071	97.759	0	17626	18696	33930	35000	+	35000	0.00e+00	1824
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00046	98.760	1	1	3.333	1126	97.691	1	17626	18751	1465	2589	+	28002	0.00e+00	1923
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00046	98.760	1	2	44.120	14911	94.957	7	18879	33783	2589	17498	+	28002	0.00e+00	23549
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00046	98.760	2	3	26.040	8800	94.909	16	1	8797	17499	26285	+	28002	0.00e+00	13935
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00046	98.760	3	4	7.634	2590	96.950	12	16173	18751	1	2589	+	28002	0.00e+00	4383
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00046	98.760	4	5	5.965	2015	95.037	0	2637	4651	20135	22149	+	28002	0.00e+00	3184
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00046	98.760	5	6	3.629	1237	96.362	11	16173	17398	1	1237	+	28002	0.00e+00	2087
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00046	98.760	6	7	3.386	1144	97.727	1	17608	18751	1447	2589	+	28002	0.00e+00	1956
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00046	98.760	7	8	3.090	1044	97.893	1	17708	18751	1547	2589	+	28002	0.00e+00	1793
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00046	98.760	8	9	3.158	1078	96.011	11	16173	17239	1	1078	+	28002	0.00e+00	1810
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00083	98.760	9	10	10.973	3709	96.630	2	12590	16296	1	3709	+	3712	0.00e+00	6143
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00083	98.760	10	11	3.188	1077	98.607	0	15220	16296	2633	3709	+	3712	0.00e+00	1874
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00083	98.760	11	12	3.416	1156	95.415	2	12590	13743	1	1156	+	3712	0.00e+00	1864
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00083	98.760	12	13	3.158	1069	95.510	2	12590	13656	1	1069	+	3712	0.00e+00	1730
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00084	98.760	13	14	7.092	2396	98.164	0	10111	12506	1168	3563	+	3563	0.00e+00	4123
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00084	98.760	14	15	3.919	1324	98.036	0	9007	10330	121	1444	+	3563	0.00e+00	2271
ENA|CP153139|CP153139.1	33783	100	SAMN04123829	SAMN04123829.contig00084	98.760	15	16	3.108	1050	98.571	0	10111	11160	1168	2217	+	3563	0.00e+00	1826
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00056	99.571	1	1	3.333	1126	97.691	1	17626	18751	1325	2449	+	21118	0.00e+00	1923
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00056	99.571	1	2	44.120	14911	94.957	7	18879	33783	2449	17358	+	21118	0.00e+00	23549
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00056	99.571	2	3	11.130	3760	93.537	0	1	3760	17359	21118	+	21118	0.00e+00	5685
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00056	99.571	3	4	7.220	2450	96.980	12	16313	18751	1	2449	+	21118	0.00e+00	4152
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00056	99.571	4	5	3.386	1144	97.727	1	17608	18751	1307	2449	+	21118	0.00e+00	1956
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00056	99.571	5	6	3.090	1044	97.893	1	17708	18751	1407	2449	+	21118	0.00e+00	1793
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00056	99.571	6	7	3.327	1124	93.238	0	2637	3760	19995	21118	+	21118	0.00e+00	1685
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00072	99.571	7	8	15.277	5164	95.895	16	3637	8797	4	5154	+	10129	0.00e+00	8442
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00072	99.571	8	9	6.938	2344	98.208	0	10111	12454	7786	10129	+	10129	0.00e+00	4039
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00072	99.571	9	10	4.553	1538	97.984	0	8793	10330	6525	8062	+	10129	0.00e+00	2634
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00072	99.571	10	11	3.108	1050	98.476	0	10111	11160	7786	8835	+	10129	0.00e+00	1822
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00072	99.571	11	12	3.046	1029	96.987	0	3637	4665	4	1032	+	10129	0.00e+00	1716
ENA|CP153139|CP153139.1	33783	100	SAMN04123825	SAMN04123825.contig00102	99.571	12	13	11.743	3969	96.599	2	12328	16294	1	3969	+	3969	0.00e+00	6567
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00052	99.296	1	1	3.333	1126	97.691	1	17626	18751	18663	19787	-	21111	0.00e+00	1923
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00052	99.296	1	2	44.120	14911	94.957	7	18879	33783	3754	18663	-	21111	0.00e+00	23549
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00052	99.296	2	3	11.109	3753	93.525	0	1	3753	1	3753	-	21111	0.00e+00	5672
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00052	99.296	3	4	7.220	2450	96.980	12	16313	18751	18663	21111	-	21111	0.00e+00	4152
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00052	99.296	4	5	3.428	1158	97.668	1	17594	18751	18663	19819	-	21111	0.00e+00	1975
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00069	99.296	5	6	15.307	5174	95.883	16	3627	8797	2805	7965	-	7965	0.00e+00	8457
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00069	99.296	6	7	4.245	1434	98.047	0	8793	10226	1	1434	-	7965	0.00e+00	2461
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00069	99.296	7	8	3.333	1126	97.957	0	9101	10226	1	1126	-	7965	0.00e+00	1927
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00069	99.296	8	9	3.226	1090	97.982	0	9137	10226	1	1090	-	7965	0.00e+00	1867
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00087	99.296	9	10	11.091	3749	96.532	2	12553	16299	126	3874	-	3889	0.00e+00	6194
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00087	99.296	10	11	3.271	1105	98.552	0	15195	16299	126	1230	-	3889	0.00e+00	1921
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00097	99.296	11	12	6.622	2237	98.301	0	10218	12454	1	2237	-	2237	0.00e+00	3864
ENA|CP153139|CP153139.1	33783	100	SAMN04123835	SAMN04123835.contig00097	99.296	12	13	3.286	1110	98.919	0	10218	11327	1128	2237	-	2237	0.00e+00	1948
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00044	99.278	1	1	3.520	1189	97.729	0	17608	18796	1307	2495	+	21181	0.00e+00	2022
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00044	99.278	1	2	44.120	14911	94.957	7	18879	33783	2647	17556	+	21181	0.00e+00	23549
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00044	99.278	2	3	10.730	3625	93.517	0	1	3625	17557	21181	+	21181	0.00e+00	5478
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00044	99.278	3	4	7.314	2482	96.938	11	16326	18796	14	2495	+	21181	0.00e+00	4192
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00044	99.278	4	5	3.466	1171	97.694	0	17626	18796	1325	2495	+	21181	0.00e+00	1990
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00044	99.278	5	6	3.224	1089	97.888	0	17708	18796	1407	2495	+	21181	0.00e+00	1860
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00055	99.278	6	7	15.307	5174	95.883	16	3627	8797	1	5161	+	10079	0.00e+00	8457
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00055	99.278	7	8	6.770	2287	98.207	0	10168	12454	7793	10079	+	10079	0.00e+00	3939
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00055	99.278	8	9	4.384	1481	97.907	0	8793	10273	6532	8012	+	10079	0.00e+00	2531
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00055	99.278	9	10	3.108	1050	98.571	0	10168	11217	7793	8842	+	10079	0.00e+00	1826
ENA|CP153139|CP153139.1	33783	100	SAMN04123830	SAMN04123830.contig00079	99.278	10	11	10.982	3712	96.579	2	12590	16299	1	3712	+	3837	0.00e+00	6139
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00043	99.390	1	1	3.520	1189	97.729	0	17608	18796	1307	2495	+	31263	0.00e+00	2022
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00043	99.390	1	2	44.120	14912	94.944	8	18879	33783	2647	17557	+	31263	0.00e+00	23551
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00043	99.390	2	3	26.040	8801	94.887	17	1	8797	17558	26345	+	31263	0.00e+00	13937
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00043	99.390	3	4	7.314	2482	96.938	11	16326	18796	14	2495	+	31263	0.00e+00	4192
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00043	99.390	4	5	6.770	2287	98.207	0	10168	12454	28977	31263	+	31263	0.00e+00	3939
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00043	99.390	5	6	5.965	2015	95.037	0	2637	4651	20194	22208	+	31263	0.00e+00	3184
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00043	99.390	6	7	4.384	1481	97.907	0	8793	10273	27716	29196	+	31263	0.00e+00	2531
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00043	99.390	7	8	3.466	1171	97.694	0	17626	18796	1325	2495	+	31263	0.00e+00	1990
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00043	99.390	8	9	3.224	1089	97.888	0	17708	18796	1407	2495	+	31263	0.00e+00	1860
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00043	99.390	9	10	3.108	1050	98.571	0	10168	11217	28977	30026	+	31263	0.00e+00	1826
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00080	99.390	10	11	11.091	3749	96.532	2	12553	16299	16	3764	+	3889	0.00e+00	6194
ENA|CP153139|CP153139.1	33783	100	SAMN04123828	SAMN04123828.contig00080	99.390	11	12	3.271	1105	98.552	0	15195	16299	2660	3764	+	3889	0.00e+00	1921
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00037	99.384	1	1	44.120	14911	94.950	7	18879	33783	173	15082	+	28788	0.00e+00	23546
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00037	99.384	2	2	26.040	8801	94.876	17	1	8797	15083	23870	+	28788	0.00e+00	13934
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00037	99.384	3	3	6.770	2287	98.207	0	10168	12454	26502	28788	+	28788	0.00e+00	3939
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00037	99.384	4	4	5.965	2015	95.037	0	2637	4651	17719	19733	+	28788	0.00e+00	3184
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00037	99.384	5	5	5.361	1814	96.251	15	5358	7168	20440	22241	+	28788	0.00e+00	3041
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00037	99.384	6	6	4.384	1481	97.907	0	8793	10273	25241	26721	+	28788	0.00e+00	2531
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00037	99.384	7	7	3.108	1050	98.571	0	10168	11217	26502	27551	+	28788	0.00e+00	1826
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00052	99.384	8	8	11.091	3749	96.532	2	12553	16299	16	3764	+	3889	0.00e+00	6194
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00052	99.384	9	9	3.525	1193	95.222	2	12553	13743	16	1208	+	3889	0.00e+00	1912
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00052	99.384	10	10	3.268	1106	95.298	2	12553	13656	16	1121	+	3889	0.00e+00	1779
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00053	99.384	11	11	7.308	2480	96.935	11	16326	18794	14	2493	+	2493	0.00e+00	4188
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00053	99.384	12	12	3.514	1187	97.725	0	17608	18794	1307	2493	+	2493	0.00e+00	2019
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00053	99.384	13	13	3.460	1169	97.690	0	17626	18794	1325	2493	+	2493	0.00e+00	1986
ENA|CP153139|CP153139.1	33783	100	SAMN19658941	SAMN19658941.contig00053	99.384	14	14	3.218	1087	97.884	0	17708	18794	1407	2493	+	2493	0.00e+00	1856
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00047	98.369	1	1	44.120	14911	94.950	7	18879	33783	271	15180	+	18805	0.00e+00	23546
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00047	98.369	2	2	10.730	3625	93.517	0	1	3625	15181	18805	+	18805	0.00e+00	5478
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00057	98.369	3	3	15.307	5175	95.865	17	3627	8797	1	5162	+	10080	0.00e+00	8462
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00057	98.369	4	4	6.770	2287	98.207	0	10168	12454	7794	10080	+	10080	0.00e+00	3939
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00057	98.369	5	5	5.361	1814	96.251	15	5358	7168	1732	3533	+	10080	0.00e+00	3041
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00057	98.369	6	6	4.384	1481	97.907	0	8793	10273	6533	8013	+	10080	0.00e+00	2531
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00057	98.369	7	7	3.108	1050	98.571	0	10168	11217	7794	8843	+	10080	0.00e+00	1826
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00066	98.369	8	8	10.411	3519	96.647	2	12763	16279	6	3524	+	3524	0.00e+00	5833
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00066	98.369	9	9	3.138	1060	98.585	0	15220	16279	2465	3524	+	3524	0.00e+00	1844
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00068	98.369	10	10	6.977	2368	97.002	11	16340	18696	1	2368	+	2368	0.00e+00	4010
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00068	98.369	11	11	3.493	1180	97.881	0	17517	18696	1189	2368	+	2368	0.00e+00	2015
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00068	98.369	12	12	3.170	1071	97.759	0	17626	18696	1298	2368	+	2368	0.00e+00	1824
ENA|CP153139|CP153139.1	33783	100	SAMN19658935	SAMN19658935.contig00068	98.369	13	13	3.135	1070	96.355	11	16340	17398	1	1070	+	2368	0.00e+00	1813
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00042	98.902	1	1	44.120	14911	94.950	7	18879	33783	309	15218	+	29354	0.00e+00	23546
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00042	98.902	2	2	26.040	8801	94.887	17	1	8797	15219	24006	+	29354	0.00e+00	13937
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00042	98.902	3	3	8.037	2715	97.937	0	10168	12882	26638	29352	+	29354	0.00e+00	4644
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00042	98.902	4	4	5.965	2015	95.037	0	2637	4651	17855	19869	+	29354	0.00e+00	3184
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00042	98.902	5	5	5.361	1814	96.251	15	5358	7168	20576	22377	+	29354	0.00e+00	3041
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00042	98.902	6	6	4.384	1481	97.907	0	8793	10273	25377	26857	+	29354	0.00e+00	2531
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00042	98.902	7	7	4.354	1471	97.213	0	11412	12882	27882	29352	+	29354	0.00e+00	2468
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00042	98.902	8	8	4.017	1357	96.979	0	11526	12882	27996	29352	+	29354	0.00e+00	2262
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00042	98.902	9	9	3.700	1250	96.960	0	11633	12882	28103	29352	+	29354	0.00e+00	2084
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00042	98.902	10	10	3.108	1050	98.571	0	10168	11217	26638	27687	+	29354	0.00e+00	1826
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00062	98.902	11	11	10.411	3519	96.647	2	12763	16279	6	3524	+	3524	0.00e+00	5833
ENA|CP153139|CP153139.1	33783	100	SAMN19658934	SAMN19658934.contig00064	98.902	12	12	6.595	2239	97.052	11	16340	18567	1	2239	+	2240	0.00e+00	3799
ENA|CP153139|CP153139.1	33783	100	SAMN19658938	SAMN19658938.contig00044	99.674	1	1	44.120	14911	94.943	7	18879	33783	173	15082	+	32760	0.00e+00	23540
ENA|CP153139|CP153139.1	33783	100	SAMN19658938	SAMN19658938.contig00044	99.674	2	2	26.040	8801	94.887	17	1	8797	15083	23870	+	32760	0.00e+00	13937
ENA|CP153139|CP153139.1	33783	100	SAMN19658938	SAMN19658938.contig00044	99.674	3	3	18.151	6134	97.212	2	10168	16299	26502	32635	+	32760	0.00e+00	10309
ENA|CP153139|CP153139.1	33783	100	SAMN19658938	SAMN19658938.contig00044	99.674	4	4	5.911	1997	96.945	0	11412	13408	27746	29742	+	32760	0.00e+00	3326
